team,year,venue,lat,lon,matches,runs,fours,sixes,two_hundreds,ten_wickets,wickets,wins,toss_wins,abb
Rajasthan Royals,2010,Vidarbha Cricket Association Stadium,21.0135768,79.03963196096828,1,159,14,4,0,1,10,1,1,rr
Rajasthan Royals,2011,Eden Gardens,22.564561349999998,88.34424156337812,1,81,6,1,0,0,2,0,0,rr
Rajasthan Royals,2011,Holkar Cricket Stadium,22.72425115,75.87967029005587,1,97,9,4,0,0,2,0,0,rr
Rajasthan Royals,2011,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,147,18,0,0,0,2,0,1,rr
Rajasthan Royals,2011,Punjab Cricket Association Stadium,30.6909,76.7375,1,147,16,2,0,0,7,0,1,rr
Rajasthan Royals,2011,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,141,15,3,0,0,8,1,1,rr
Rajasthan Royals,2011,Sawai Mansingh Stadium,26.8939911,75.80322693888199,7,940,74,26,0,1,36,4,4,rr
Rajasthan Royals,2011,Wankhede Stadium,18.9385497,72.82574081674653,1,134,15,6,0,0,5,1,0,rr
Rajasthan Royals,2012,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,151,17,1,0,0,6,0,0,rr
Rajasthan Royals,2012,Eden Gardens,22.564561349999998,88.34424156337812,1,131,13,2,0,0,5,0,1,rr
Rajasthan Royals,2012,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,195,19,10,0,1,10,1,1,rr
Rajasthan Royals,2012,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,146,12,5,0,0,3,0,1,rr
Rajasthan Royals,2012,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,126,13,4,0,0,6,1,0,rr
Rajasthan Royals,2012,Punjab Cricket Association Stadium,30.6909,76.7375,1,177,18,6,0,0,8,1,1,rr
Rajasthan Royals,2012,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,126,10,2,0,0,5,0,1,rr
Rajasthan Royals,2012,Sawai Mansingh Stadium,26.8939911,75.80322693888199,8,1294,132,29,0,1,43,4,4,rr
Rajasthan Royals,2012,Wankhede Stadium,18.9385497,72.82574081674653,1,170,12,10,0,0,6,0,1,rr
Rajasthan Royals,2013,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,2,300,26,11,0,0,13,2,1,rr
Rajasthan Royals,2013,Eden Gardens,22.564561349999998,88.34424156337812,2,297,33,3,0,0,8,0,2,rr
Rajasthan Royals,2013,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,117,14,2,0,0,3,0,0,rr
Rajasthan Royals,2013,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,185,12,7,0,0,5,0,1,rr
Rajasthan Royals,2013,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,145,17,1,0,0,3,0,1,rr
Rajasthan Royals,2013,Punjab Cricket Association Stadium,30.6909,76.7375,1,147,12,5,0,0,6,1,1,rr
Rajasthan Royals,2013,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,113,7,4,0,0,9,0,0,rr
Rajasthan Royals,2013,Sawai Mansingh Stadium,26.8939911,75.80322693888199,8,1249,131,33,0,3,57,8,4,rr
Rajasthan Royals,2013,Wankhede Stadium,18.9385497,72.82574081674653,1,152,15,4,0,0,8,0,1,rr
Rajasthan Royals,2014,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,156,12,7,0,0,5,1,1,rr
Rajasthan Royals,2014,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,1,133,7,6,0,0,6,0,1,rr
Rajasthan Royals,2014,JSCA International Stadium Complex,23.31045215,85.27487741053811,1,148,10,7,0,0,5,0,1,rr
Rajasthan Royals,2014,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,191,19,8,0,0,5,1,0,rr
Rajasthan Royals,2014,Narendra Modi Stadium,23.0917717,72.59733447335586,4,626,38,27,1,0,27,2,1,rr
Rajasthan Royals,2014,Punjab Cricket Association Stadium,30.6909,76.7375,1,163,9,8,0,0,4,0,1,rr
Rajasthan Royals,2014,Sharjah Cricket Stadium,25.33078055,55.42090675730459,1,191,17,10,0,0,3,0,0,rr
Rajasthan Royals,2014,Wankhede Stadium,18.9385497,72.82574081674653,1,189,17,9,0,0,5,0,0,rr
Rajasthan Royals,2014,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,3,369,38,4,0,1,26,2,3,rr
Rajasthan Royals,2015,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,186,15,8,0,0,3,1,1,rr
Rajasthan Royals,2015,Brabourne Stadium,18.9320101,72.82501261609113,3,582,57,22,0,0,20,2,2,rr
Rajasthan Royals,2015,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,0,0,0,0,0,7,0,1,rr
Rajasthan Royals,2015,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,145,11,3,0,0,5,0,0,rr
Rajasthan Royals,2015,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,2,271,21,7,0,0,12,1,0,rr
Rajasthan Royals,2015,Narendra Modi Stadium,23.0917717,72.59733447335586,4,649,54,20,0,0,19,2,0,rr
Rajasthan Royals,2015,Wankhede Stadium,18.9385497,72.82574081674653,1,179,15,5,0,0,5,0,1,rr
Rajasthan Royals,2018,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,146,9,12,0,0,6,0,1,rr
Rajasthan Royals,2018,Eden Gardens,22.564561349999998,88.34424156337812,2,286,27,9,0,0,11,0,1,rr
Rajasthan Royals,2018,Holkar Cricket Stadium,22.72425115,75.87967029005587,1,152,16,1,0,0,4,0,0,rr
Rajasthan Royals,2018,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,217,14,14,1,0,6,1,0,rr
Rajasthan Royals,2018,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,140,10,3,0,0,5,0,1,rr
Rajasthan Royals,2018,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,125,12,0,0,0,1,0,0,rr
Rajasthan Royals,2018,Sawai Mansingh Stadium,26.8939911,75.80322693888199,7,1120,91,31,0,1,42,5,2,rr
Rajasthan Royals,2018,Wankhede Stadium,18.9385497,72.82574081674653,1,171,16,7,0,0,6,1,1,rr
Rajasthan Royals,2019,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,115,8,3,0,0,5,0,1,rr
Rajasthan Royals,2019,Eden Gardens,22.564561349999998,88.34424156337812,1,177,18,8,0,0,6,1,1,rr
Rajasthan Royals,2019,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,41,3,4,0,0,7,0,1,rr
Rajasthan Royals,2019,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,167,11,7,0,0,5,0,1,rr
Rajasthan Royals,2019,Punjab Cricket Association Stadium,30.6909,76.7375,1,170,10,5,0,0,6,0,1,rr
Rajasthan Royals,2019,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,198,18,7,0,0,5,0,1,rr
Rajasthan Royals,2019,Sawai Mansingh Stadium,26.8939911,75.80322693888199,7,1138,119,23,0,0,33,3,4,rr
Rajasthan Royals,2019,Wankhede Stadium,18.9385497,72.82574081674653,1,188,19,9,0,0,5,1,1,rr
Rajasthan Royals,2020,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,6,910,70,31,0,0,29,1,3,rr
Rajasthan Royals,2020,Sharjah Cricket Stadium,25.33078055,55.42090675730459,3,580,31,41,2,0,16,2,2,rr
Rajasthan Royals,2020,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,5,798,70,33,0,0,20,3,2,rr
Rajasthan Royals,2021,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,2,391,31,19,1,0,11,1,0,rr
Rajasthan Royals,2021,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,3,498,42,20,0,0,10,1,1,rr
Rajasthan Royals,2021,Sharjah Cricket Stadium,25.33078055,55.42090675730459,2,175,14,6,0,0,6,0,1,rr
Rajasthan Royals,2021,Wankhede Stadium,18.9385497,72.82574081674653,5,821,75,33,1,0,32,2,4,rr
Rajasthan Royals,2021,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,2,311,25,12,0,0,10,1,2,rr
Rajasthan Royals,2022,Brabourne Stadium,18.9320101,72.82501261609113,3,546,55,18,1,1,24,3,1,rr
Rajasthan Royals,2022,Dr DY Patil Sports Academy,19.0421,73.0267,4,666,55,31,0,0,19,1,1,rr
Rajasthan Royals,2022,Eden Gardens,22.564561349999998,88.34424156337812,1,188,19,7,0,0,3,0,0,rr
Rajasthan Royals,2022,"Maharashtra Cricket Association Stadium, Pune",18.6738164,73.7064113964208,2,354,25,22,1,1,17,2,0,rr
Rajasthan Royals,2022,Narendra Modi Stadium,23.0917717,72.59733447335586,2,291,23,14,0,0,11,1,2,rr
Rajasthan Royals,2022,Wankhede Stadium,18.9385497,72.82574081674653,5,898,74,45,1,0,30,3,0,rr
Rising Pune Supergiants,2016,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,166,11,6,0,0,7,1,1,rps
Rising Pune Supergiants,2016,Eden Gardens,22.564561349999998,88.34424156337812,1,103,7,2,0,0,2,0,1,rps
Rising Pune Supergiants,2016,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,191,20,7,0,0,3,0,0,rps
Rising Pune Supergiants,2016,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,4,686,49,24,0,0,20,0,1,rps
Rising Pune Supergiants,2016,Punjab Cricket Association Stadium,30.6909,76.7375,1,152,18,0,0,0,4,0,1,rps
Rising Pune Supergiants,2016,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,94,11,2,0,0,8,1,1,rps
Rising Pune Supergiants,2016,Saurashtra Cricket Association Stadium,22.362785549999998,70.71008439911074,1,163,13,6,0,0,3,0,1,rps
Rising Pune Supergiants,2016,Wankhede Stadium,18.9385497,72.82574081674653,1,126,8,8,0,0,8,1,0,rps
Rising Pune Supergiants,2017,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,161,13,6,0,0,8,0,0,rps
Rising Pune Supergiants,2017,Eden Gardens,22.564561349999998,88.34424156337812,1,158,13,9,0,0,8,1,1,rps
Rising Pune Supergiants,2017,Holkar Cricket Stadium,22.72425115,75.87967029005587,1,163,11,7,0,0,4,0,0,rps
Rising Pune Supergiants,2017,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,161,17,4,0,0,9,1,0,rps
Rising Pune Supergiants,2017,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,7,1058,88,38,0,2,47,5,5,rps
Rising Pune Supergiants,2017,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,2,276,14,8,0,0,17,1,0,rps
Rising Pune Supergiants,2017,Saurashtra Cricket Association Stadium,22.362785549999998,70.71008439911074,1,171,15,6,0,0,3,0,0,rps
Rising Pune Supergiants,2017,Wankhede Stadium,18.9385497,72.82574081674653,2,322,26,11,0,0,17,2,0,rps
Royal Challengers Bangalore,2008,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,181,16,7,0,0,5,0,1,rcb
Royal Challengers Bangalore,2008,Eden Gardens,22.564561349999998,88.34424156337812,1,124,15,2,0,0,7,0,0,rcb
Royal Challengers Bangalore,2008,M Chinnaswamy Stadium,12.9788243,77.60038607501548,7,940,85,28,0,0,27,1,1,rcb
Royal Challengers Bangalore,2008,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,126,14,1,0,0,8,1,1,rcb
Royal Challengers Bangalore,2008,Punjab Cricket Association Stadium,30.6909,76.7375,1,143,13,2,0,0,1,0,1,rcb
Royal Challengers Bangalore,2008,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,171,19,7,0,1,10,1,0,rcb
Royal Challengers Bangalore,2008,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,132,10,6,0,0,1,0,1,rcb
Royal Challengers Bangalore,2008,Wankhede Stadium,18.9385497,72.82574081674653,1,166,15,6,0,0,7,1,0,rcb
Royal Challengers Bangalore,2009,Hollywoodbets Kingsmead Stadium,29.8488,31.0271,4,588,52,17,0,1,26,3,2,rcb
Royal Challengers Bangalore,2009,New Wanderers Stadium,-32.91882375,151.72649568715264,4,571,48,18,0,0,22,3,2,rcb
Royal Challengers Bangalore,2009,Newlands,55.8171461,-4.2804376,2,293,32,6,0,1,16,1,1,rcb
Royal Challengers Bangalore,2009,St George's Park,-33.965769550000005,25.60733242183312,3,377,26,9,0,0,11,0,1,rcb
Royal Challengers Bangalore,2009,SuperSport Park,-25.85962375,28.195644468871414,3,451,34,17,0,0,13,2,2,rcb
Royal Challengers Bangalore,2010,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,147,9,6,0,0,5,0,0,rcb
Royal Challengers Bangalore,2010,Brabourne Stadium,18.9320101,72.82501261609113,1,155,15,5,0,0,9,1,0,rcb
Royal Challengers Bangalore,2010,Dr DY Patil Sports Academy,19.0421,73.0267,2,235,21,5,0,1,15,1,0,rcb
Royal Challengers Bangalore,2010,Eden Gardens,22.564561349999998,88.34424156337812,1,135,13,2,0,0,3,0,0,rcb
Royal Challengers Bangalore,2010,M Chinnaswamy Stadium,12.9788243,77.60038607501548,7,1114,96,43,1,1,40,4,4,rcb
Royal Challengers Bangalore,2010,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,161,16,5,0,0,5,0,1,rcb
Royal Challengers Bangalore,2010,Punjab Cricket Association Stadium,30.6909,76.7375,1,184,17,4,0,0,5,1,0,rcb
Royal Challengers Bangalore,2010,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,132,18,4,0,0,6,1,0,rcb
Royal Challengers Bangalore,2010,Vidarbha Cricket Association Stadium,21.0135768,79.03963196096828,1,138,9,3,0,0,6,0,1,rcb
Royal Challengers Bangalore,2011,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,161,17,5,0,0,6,1,1,rcb
Royal Challengers Bangalore,2011,Eden Gardens,22.564561349999998,88.34424156337812,1,175,19,8,0,0,5,1,1,rcb
Royal Challengers Bangalore,2011,Himachal Pradesh Cricket Association Stadium,32.1975918,76.32503371593408,1,121,12,4,0,0,2,0,0,rcb
Royal Challengers Bangalore,2011,M Chinnaswamy Stadium,12.9788243,77.60038607501548,6,888,85,38,1,0,36,5,2,rcb
Royal Challengers Bangalore,2011,Ma Chidambaram Stadium,13.0626873,80.27922739309865,3,494,37,17,0,0,18,1,0,rcb
Royal Challengers Bangalore,2011,Nehru Stadium,9.59621265,76.5261459003151,1,162,12,7,0,0,5,1,0,rcb
Royal Challengers Bangalore,2011,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,142,12,3,0,0,5,0,1,rcb
Royal Challengers Bangalore,2011,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,151,18,5,0,0,6,1,1,rcb
Royal Challengers Bangalore,2011,Wankhede Stadium,18.9385497,72.82574081674653,1,175,13,7,0,0,4,0,0,rcb
Royal Challengers Bangalore,2012,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,215,18,14,1,0,9,1,0,rcb
Royal Challengers Bangalore,2012,Eden Gardens,22.564561349999998,88.34424156337812,1,143,12,7,0,0,4,0,0,rcb
Royal Challengers Bangalore,2012,M Chinnaswamy Stadium,12.9788243,77.60038607501548,7,1116,80,52,0,0,36,3,2,rcb
Royal Challengers Bangalore,2012,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,205,14,12,1,0,5,0,1,rcb
Royal Challengers Bangalore,2012,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,173,13,9,0,0,9,1,0,rcb
Royal Challengers Bangalore,2012,Punjab Cricket Association Stadium,30.6909,76.7375,1,166,16,4,0,0,6,1,1,rcb
Royal Challengers Bangalore,2012,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,123,7,6,0,0,7,0,1,rcb
Royal Challengers Bangalore,2012,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,189,17,6,0,0,7,1,0,rcb
Royal Challengers Bangalore,2012,Wankhede Stadium,18.9385497,72.82574081674653,1,142,9,8,0,0,6,1,1,rcb
Royal Challengers Bangalore,2013,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,183,19,6,0,0,7,1,0,rcb
Royal Challengers Bangalore,2013,JSCA International Stadium Complex,23.31045215,85.27487741053811,1,115,5,2,0,0,5,0,0,rcb
Royal Challengers Bangalore,2013,M Chinnaswamy Stadium,12.9788243,77.60038607501548,8,1309,116,72,1,1,54,6,3,rcb
Royal Challengers Bangalore,2013,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,165,13,4,0,0,6,0,0,rcb
Royal Challengers Bangalore,2013,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,187,17,6,0,0,9,1,1,rcb
Royal Challengers Bangalore,2013,Punjab Cricket Association Stadium,30.6909,76.7375,1,190,21,6,0,0,4,0,0,rcb
Royal Challengers Bangalore,2013,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,145,12,2,0,0,7,0,1,rcb
Royal Challengers Bangalore,2013,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,171,15,5,0,0,6,0,0,rcb
Royal Challengers Bangalore,2013,Wankhede Stadium,18.9385497,72.82574081674653,1,136,12,3,0,0,7,0,0,rcb
Royal Challengers Bangalore,2014,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,2,240,20,5,0,0,14,1,1,rcb
Royal Challengers Bangalore,2014,Eden Gardens,22.564561349999998,88.34424156337812,1,165,14,4,0,0,4,0,1,rcb
Royal Challengers Bangalore,2014,JSCA International Stadium Complex,23.31045215,85.27487741053811,1,142,8,8,0,0,4,1,0,rcb
Royal Challengers Bangalore,2014,M Chinnaswamy Stadium,12.9788243,77.60038607501548,5,854,60,50,0,0,28,2,3,rcb
Royal Challengers Bangalore,2014,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,160,13,6,0,0,3,0,1,rcb
Royal Challengers Bangalore,2014,Sharjah Cricket Stadium,25.33078055,55.42090675730459,2,294,29,10,0,0,11,1,2,rcb
Royal Challengers Bangalore,2014,Wankhede Stadium,18.9385497,72.82574081674653,1,168,15,8,0,0,5,0,1,rcb
Royal Challengers Bangalore,2014,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,1,70,6,1,0,0,4,0,0,rcb
Royal Challengers Bangalore,2015,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,99,12,4,0,1,10,1,1,rcb
Royal Challengers Bangalore,2015,Eden Gardens,22.564561349999998,88.34424156337812,1,179,12,12,0,0,6,1,1,rcb
Royal Challengers Bangalore,2015,JSCA International Stadium Complex,23.31045215,85.27487741053811,1,139,11,5,0,0,7,0,0,rcb
Royal Challengers Bangalore,2015,M Chinnaswamy Stadium,12.9788243,77.60038607501548,7,1054,92,54,2,1,36,2,4,rcb
Royal Challengers Bangalore,2015,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,124,15,1,0,0,9,0,0,rcb
Royal Challengers Bangalore,2015,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,180,15,8,0,1,10,1,1,rcb
Royal Challengers Bangalore,2015,Narendra Modi Stadium,23.0917717,72.59733447335586,1,134,10,4,0,0,9,1,1,rcb
Royal Challengers Bangalore,2015,Punjab Cricket Association Stadium,30.6909,76.7375,1,84,6,2,0,0,6,0,1,rcb
Royal Challengers Bangalore,2015,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,83,7,6,0,0,3,1,0,rcb
Royal Challengers Bangalore,2015,Wankhede Stadium,18.9385497,72.82574081674653,1,235,26,9,1,0,7,1,1,rcb
Royal Challengers Bangalore,2016,Eden Gardens,22.564561349999998,88.34424156337812,1,186,15,10,0,0,5,1,1,rcb
Royal Challengers Bangalore,2016,M Chinnaswamy Stadium,12.9788243,77.60038607501548,9,1767,139,104,4,2,60,5,2,rcb
Royal Challengers Bangalore,2016,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,185,14,6,0,0,9,1,0,rcb
Royal Challengers Bangalore,2016,Punjab Cricket Association Stadium,30.6909,76.7375,1,175,15,3,0,0,4,1,0,rcb
Royal Challengers Bangalore,2016,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,179,14,6,0,0,5,0,1,rcb
Royal Challengers Bangalore,2016,Saurashtra Cricket Association Stadium,22.362785549999998,70.71008439911074,1,180,18,4,0,0,4,0,1,rcb
Royal Challengers Bangalore,2016,Shaheed Veer Narayan Singh International Stadium,21.203402949999997,81.82302432017622,1,139,13,2,0,0,8,1,1,rcb
Royal Challengers Bangalore,2016,Wankhede Stadium,18.9385497,72.82574081674653,1,170,12,7,0,0,4,0,0,rcb
Royal Challengers Bangalore,2017,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,161,11,7,0,1,10,1,1,rcb
Royal Challengers Bangalore,2017,Eden Gardens,22.564561349999998,88.34424156337812,1,49,8,0,0,1,10,0,1,rcb
Royal Challengers Bangalore,2017,Holkar Cricket Stadium,22.72425115,75.87967029005587,1,148,6,11,0,0,2,0,1,rcb
Royal Challengers Bangalore,2017,M Chinnaswamy Stadium,12.9788243,77.60038607501548,6,844,58,29,0,0,37,1,3,rcb
Royal Challengers Bangalore,2017,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,96,6,1,0,0,3,0,1,rcb
Royal Challengers Bangalore,2017,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,172,15,8,0,0,4,0,1,rcb
Royal Challengers Bangalore,2017,Saurashtra Cricket Association Stadium,22.362785549999998,70.71008439911074,1,213,19,11,1,0,7,1,0,rcb
Royal Challengers Bangalore,2017,Wankhede Stadium,18.9385497,72.82574081674653,1,162,10,8,0,0,6,0,1,rcb
Royal Challengers Bangalore,2018,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,187,14,10,0,0,4,1,1,rcb
Royal Challengers Bangalore,2018,Eden Gardens,22.564561349999998,88.34424156337812,1,176,14,10,0,0,6,0,0,rcb
Royal Challengers Bangalore,2018,Holkar Cricket Stadium,22.72425115,75.87967029005587,1,92,13,2,0,1,10,1,1,rcb
Royal Challengers Bangalore,2018,M Chinnaswamy Stadium,12.9788243,77.60038607501548,7,1298,101,69,2,1,39,4,3,rcb
Royal Challengers Bangalore,2018,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,127,11,3,0,0,4,0,0,rcb
Royal Challengers Bangalore,2018,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,141,13,3,0,1,10,0,1,rcb
Royal Challengers Bangalore,2018,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,134,15,2,0,0,5,0,0,rcb
Royal Challengers Bangalore,2018,Wankhede Stadium,18.9385497,72.82574081674653,1,167,12,7,0,0,6,0,1,rcb
Royal Challengers Bangalore,2019,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,171,12,8,0,0,5,0,0,rcb
Royal Challengers Bangalore,2019,Eden Gardens,22.564561349999998,88.34424156337812,1,213,18,12,1,0,5,1,0,rcb
Royal Challengers Bangalore,2019,M Chinnaswamy Stadium,12.9788243,77.60038607501548,7,1138,93,53,2,0,42,3,2,rcb
Royal Challengers Bangalore,2019,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,70,3,1,0,0,3,0,0,rcb
Royal Challengers Bangalore,2019,Punjab Cricket Association Stadium,30.6909,76.7375,1,174,21,2,0,0,4,1,1,rcb
Royal Challengers Bangalore,2019,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,113,9,4,0,0,2,0,1,rcb
Royal Challengers Bangalore,2019,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,158,18,3,0,0,3,0,0,rcb
Royal Challengers Bangalore,2019,Wankhede Stadium,18.9385497,72.82574081674653,1,171,12,10,0,0,5,0,0,rcb
Royal Challengers Bangalore,2020,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,7,1114,77,38,1,1,39,3,4,rcb
Royal Challengers Bangalore,2020,Sharjah Cricket Stadium,25.33078055,55.42090675730459,3,485,31,17,0,0,16,1,2,rcb
Royal Challengers Bangalore,2020,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,5,690,70,11,0,0,27,2,0,rcb
Royal Challengers Bangalore,2021,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,3,484,43,16,0,1,24,3,2,rcb
Royal Challengers Bangalore,2021,Ma Chidambaram Stadium,13.0626873,80.27922739309865,3,513,48,15,1,0,26,3,2,rcb
Royal Challengers Bangalore,2021,Narendra Modi Stadium,23.0917717,72.59733447335586,2,316,19,15,0,0,9,1,1,rcb
Royal Challengers Bangalore,2021,Sharjah Cricket Stadium,25.33078055,55.42090675730459,3,458,33,16,0,0,16,1,2,rcb
Royal Challengers Bangalore,2021,Wankhede Stadium,18.9385497,72.82574081674653,2,303,27,13,0,0,13,1,1,rcb
Royal Challengers Bangalore,2021,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,2,229,20,4,0,0,8,0,2,rcb
Royal Challengers Bangalore,2022,Brabourne Stadium,18.9320101,72.82501261609113,3,393,35,11,0,0,14,0,2,rcb
Royal Challengers Bangalore,2022,Dr DY Patil Sports Academy,19.0421,73.0267,4,711,53,30,1,1,27,2,2,rcb
Royal Challengers Bangalore,2022,Eden Gardens,22.564561349999998,88.34424156337812,1,207,21,9,1,0,6,1,0,rcb
Royal Challengers Bangalore,2022,"Maharashtra Cricket Association Stadium, Pune",18.6738164,73.7064113964208,3,440,31,18,0,0,22,2,2,rcb
Royal Challengers Bangalore,2022,Narendra Modi Stadium,23.0917717,72.59733447335586,1,157,9,7,0,0,3,0,0,rcb
Royal Challengers Bangalore,2022,Wankhede Stadium,18.9385497,72.82574081674653,4,724,73,27,0,1,25,4,2,rcb
Sunrisers Hyderabad,2013,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,2,247,24,5,0,0,14,1,1,srh
Sunrisers Hyderabad,2013,Eden Gardens,22.564561349999998,88.34424156337812,1,132,7,3,0,0,4,0,0,srh
Sunrisers Hyderabad,2013,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,161,10,7,0,0,3,0,1,srh
Sunrisers Hyderabad,2013,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,159,17,4,0,0,5,0,1,srh
Sunrisers Hyderabad,2013,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,119,9,2,0,1,10,1,0,srh
Sunrisers Hyderabad,2013,Punjab Cricket Association Stadium,30.6909,76.7375,1,150,14,5,0,0,9,1,0,srh
Sunrisers Hyderabad,2013,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,8,1028,81,21,0,2,60,6,2,srh
Sunrisers Hyderabad,2013,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,144,16,2,0,0,2,0,1,srh
Sunrisers Hyderabad,2013,Wankhede Stadium,18.9385497,72.82574081674653,1,178,18,5,0,0,4,0,1,srh
Sunrisers Hyderabad,2014,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,44,2,2,0,0,7,1,1,srh
Sunrisers Hyderabad,2014,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,2,356,27,13,0,0,11,2,1,srh
Sunrisers Hyderabad,2014,Eden Gardens,22.564561349999998,88.34424156337812,1,160,19,5,0,0,6,0,0,srh
Sunrisers Hyderabad,2014,JSCA International Stadium Complex,23.31045215,85.27487741053811,1,189,17,7,0,0,3,1,1,srh
Sunrisers Hyderabad,2014,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,155,12,6,0,0,6,0,0,srh
Sunrisers Hyderabad,2014,Narendra Modi Stadium,23.0917717,72.59733447335586,1,134,15,0,0,1,10,1,0,srh
