team,year,venue,lat,lon,matches,runs,fours,sixes,two_hundreds,ten_wickets,wickets,wins,toss_wins,abb
Delhi Capitals,2018,Eden Gardens,22.564561349999998,88.34424156337812,1,129,13,5,0,0,9,0,1,delhi
Delhi Capitals,2018,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,174,13,10,0,0,4,0,0,delhi
Delhi Capitals,2018,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,198,15,11,0,0,4,0,1,delhi
Delhi Capitals,2018,Punjab Cricket Association Stadium,30.6909,76.7375,1,166,11,5,0,0,4,0,0,delhi
Delhi Capitals,2018,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,163,11,6,0,0,3,0,1,delhi
Delhi Capitals,2018,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,60,7,2,0,0,5,0,1,delhi
Delhi Capitals,2018,Wankhede Stadium,18.9385497,72.82574081674653,1,195,18,10,0,0,7,1,1,delhi
Delhi Capitals,2019,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,7,1073,94,36,0,0,46,3,4,delhi
Delhi Capitals,2019,Eden Gardens,22.564561349999998,88.34424156337812,1,180,17,7,0,0,7,1,1,delhi
Delhi Capitals,2019,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,152,18,3,0,0,8,1,1,delhi
Delhi Capitals,2019,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,99,9,2,0,0,4,0,1,delhi
Delhi Capitals,2019,Punjab Cricket Association Stadium,30.6909,76.7375,1,152,17,3,0,0,9,0,1,delhi
Delhi Capitals,2019,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,155,14,4,0,1,10,1,0,delhi
Delhi Capitals,2019,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,193,19,8,0,0,6,1,1,delhi
Delhi Capitals,2019,Wankhede Stadium,18.9385497,72.82574081674653,1,213,22,11,1,0,9,1,0,delhi
Delhi Capitals,2020,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,9,1396,124,41,0,0,52,3,5,delhi
Delhi Capitals,2020,Sharjah Cricket Stadium,25.33078055,55.42090675730459,3,597,46,32,1,1,22,3,0,delhi
Delhi Capitals,2020,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,5,787,67,16,0,0,30,2,5,delhi
Delhi Capitals,2021,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,4,614,52,21,0,0,23,2,1,delhi
Delhi Capitals,2021,Ma Chidambaram Stadium,13.0626873,80.27922739309865,2,305,32,4,0,0,16,1,1,delhi
Delhi Capitals,2021,Narendra Modi Stadium,23.0917717,72.59733447335586,3,493,46,17,0,0,17,2,3,delhi
Delhi Capitals,2021,Sharjah Cricket Stadium,25.33078055,55.42090675730459,3,394,29,10,0,0,22,1,1,delhi
Delhi Capitals,2021,Wankhede Stadium,18.9385497,72.82574081674653,3,535,65,11,0,0,18,2,2,delhi
Delhi Capitals,2021,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,1,154,10,3,0,0,6,1,0,delhi
Delhi Capitals,2022,Brabourne Stadium,18.9320101,72.82501261609113,4,720,72,32,2,2,33,4,2,delhi
Delhi Capitals,2022,Dr DY Patil Sports Academy,19.0421,73.0267,4,586,49,25,0,0,25,2,2,delhi
Delhi Capitals,2022,"Maharashtra Cricket Association Stadium, Pune",18.6738164,73.7064113964208,1,157,18,3,0,0,6,0,1,delhi
Delhi Capitals,2022,Wankhede Stadium,18.9385497,72.82574081674653,5,878,66,46,1,0,24,1,3,delhi
Gujarat Lions,2016,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,2,334,36,10,0,0,11,1,0,gl
Gujarat Lions,2016,Eden Gardens,22.564561349999998,88.34424156337812,1,164,19,7,0,0,4,1,1,gl
Gujarat Lions,2016,Green Park,51.5066192,-0.1429113,2,298,35,9,0,0,16,2,2,gl
Gujarat Lions,2016,M Chinnaswamy Stadium,12.9788243,77.60038607501548,2,262,21,10,0,0,9,0,1,gl
Gujarat Lions,2016,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,196,22,3,0,0,3,1,1,gl
Gujarat Lions,2016,Punjab Cricket Association Stadium,30.6909,76.7375,1,162,22,2,0,0,6,1,1,gl
Gujarat Lions,2016,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,126,8,3,0,0,5,0,0,gl
Gujarat Lions,2016,Saurashtra Cricket Association Stadium,22.362785549999998,70.71008439911074,5,761,65,16,0,1,19,2,1,gl
Gujarat Lions,2016,Wankhede Stadium,18.9385497,72.82574081674653,1,147,14,3,0,0,8,1,1,gl
Gujarat Lions,2017,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,208,16,11,1,0,3,0,0,gl
Gujarat Lions,2017,Eden Gardens,22.564561349999998,88.34424156337812,1,188,20,8,0,0,5,1,1,gl
Gujarat Lions,2017,Green Park,51.5066192,-0.1429113,2,349,35,12,0,0,10,0,0,gl
Gujarat Lions,2017,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,135,13,7,0,1,10,1,1,gl
Gujarat Lions,2017,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,161,15,5,0,0,5,0,0,gl
Gujarat Lions,2017,Punjab Cricket Association Stadium,30.6909,76.7375,1,192,17,6,0,0,3,1,1,gl
Gujarat Lions,2017,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,135,11,2,0,0,1,0,0,gl
Gujarat Lions,2017,Saurashtra Cricket Association Stadium,22.362785549999998,70.71008439911074,5,868,79,35,0,1,29,1,4,gl
Gujarat Lions,2017,Wankhede Stadium,18.9385497,72.82574081674653,1,176,12,6,0,0,4,0,0,gl
Gujarat Titans,2022,Brabourne Stadium,18.9320101,72.82501261609113,3,536,58,14,0,0,21,2,2,gt
Gujarat Titans,2022,Dr DY Patil Sports Academy,19.0421,73.0267,4,653,59,16,0,0,22,2,2,gt
Gujarat Titans,2022,Eden Gardens,22.564561349999998,88.34424156337812,1,191,19,6,0,0,6,1,1,gt
Gujarat Titans,2022,"Maharashtra Cricket Association Stadium, Pune",18.6738164,73.7064113964208,3,485,41,15,0,1,24,3,2,gt
Gujarat Titans,2022,Narendra Modi Stadium,23.0917717,72.59733447335586,1,133,10,4,0,0,9,1,0,gt
Gujarat Titans,2022,Wankhede Stadium,18.9385497,72.82574081674653,4,665,63,24,0,0,19,3,3,gt
Kochi Tuskers Kerala,2011,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,141,17,3,0,0,6,1,1,ktk
Kochi Tuskers Kerala,2011,Dr DY Patil Sports Academy,19.0421,73.0267,1,148,12,5,0,0,6,0,1,ktk
Kochi Tuskers Kerala,2011,Eden Gardens,22.564561349999998,88.34424156337812,1,132,11,5,0,0,9,1,0,ktk
Kochi Tuskers Kerala,2011,Holkar Cricket Stadium,22.72425115,75.87967029005587,2,276,21,14,0,1,14,1,1,ktk
Kochi Tuskers Kerala,2011,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,125,12,0,0,0,1,0,1,ktk
Kochi Tuskers Kerala,2011,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,141,10,3,0,0,5,0,0,ktk
Kochi Tuskers Kerala,2011,Nehru Stadium,9.59621265,76.5261459003151,5,645,56,19,0,0,29,2,3,ktk
Kochi Tuskers Kerala,2011,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,109,8,0,0,0,2,0,0,ktk
Kochi Tuskers Kerala,2011,Wankhede Stadium,18.9385497,72.82574081674653,1,184,23,4,0,0,2,1,1,ktk
Kolkata Knight Riders,2008,Eden Gardens,22.564561349999998,88.34424156337812,7,982,87,33,0,2,37,4,4,kkr
Kolkata Knight Riders,2008,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,222,15,14,1,1,10,1,0,kkr
Kolkata Knight Riders,2008,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,147,14,4,0,0,1,0,1,kkr
Kolkata Knight Riders,2008,Punjab Cricket Association Stadium,30.6909,76.7375,1,169,9,9,0,0,6,0,0,kkr
Kolkata Knight Riders,2008,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,204,22,9,1,0,7,1,1,kkr
Kolkata Knight Riders,2008,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,151,8,6,0,0,7,0,0,kkr
Kolkata Knight Riders,2008,Wankhede Stadium,18.9385497,72.82574081674653,1,67,7,1,0,0,2,0,0,kkr
Kolkata Knight Riders,2009,Buffalo Park,-33.006837149999996,27.91952640427005,1,139,10,3,0,0,6,0,0,kkr
Kolkata Knight Riders,2009,Hollywoodbets Kingsmead Stadium,29.8488,31.0271,4,474,38,14,0,0,21,2,4,kkr
Kolkata Knight Riders,2009,New Wanderers Stadium,-32.91882375,151.72649568715264,2,283,17,11,0,0,7,0,0,kkr
Kolkata Knight Riders,2009,Newlands,55.8171461,-4.2804376,2,266,20,10,0,0,8,0,2,kkr
Kolkata Knight Riders,2009,St George's Park,-33.965769550000005,25.60733242183312,2,248,24,5,0,0,10,0,1,kkr
Kolkata Knight Riders,2009,SuperSport Park,-25.85962375,28.195644468871414,2,362,34,13,0,0,7,1,0,kkr
Kolkata Knight Riders,2010,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,137,11,3,0,0,4,0,0,kkr
Kolkata Knight Riders,2010,Brabourne Stadium,18.9320101,72.82501261609113,1,155,15,2,0,0,3,0,1,kkr
Kolkata Knight Riders,2010,Dr DY Patil Sports Academy,19.0421,73.0267,1,161,11,8,0,0,7,1,0,kkr
Kolkata Knight Riders,2010,Eden Gardens,22.564561349999998,88.34424156337812,7,1075,108,32,1,0,42,5,4,kkr
Kolkata Knight Riders,2010,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,160,13,8,0,0,3,0,0,kkr
Kolkata Knight Riders,2010,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,139,9,5,0,0,1,0,1,kkr
Kolkata Knight Riders,2010,Narendra Modi Stadium,23.0917717,72.59733447335586,1,134,12,2,0,0,7,0,0,kkr
Kolkata Knight Riders,2010,Punjab Cricket Association Stadium,30.6909,76.7375,1,183,20,3,0,0,6,1,1,kkr
Kolkata Knight Riders,2011,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,148,12,4,0,0,9,1,0,kkr
Kolkata Knight Riders,2011,Dr DY Patil Sports Academy,19.0421,73.0267,1,119,12,2,0,0,7,1,1,kkr
Kolkata Knight Riders,2011,Eden Gardens,22.564561349999998,88.34424156337812,7,901,85,19,0,1,41,4,4,kkr
Kolkata Knight Riders,2011,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,89,7,3,0,0,6,0,0,kkr
Kolkata Knight Riders,2011,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,151,14,3,0,0,4,0,0,kkr
Kolkata Knight Riders,2011,Nehru Stadium,9.59621265,76.5261459003151,1,139,15,2,0,0,5,0,1,kkr
Kolkata Knight Riders,2011,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,169,13,6,0,0,6,1,0,kkr
Kolkata Knight Riders,2011,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,160,18,3,0,0,4,1,1,kkr
Kolkata Knight Riders,2011,Wankhede Stadium,18.9385497,72.82574081674653,1,147,15,3,0,0,6,0,0,kkr
Kolkata Knight Riders,2012,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,154,14,1,0,0,9,1,0,kkr
Kolkata Knight Riders,2012,Barabati Stadium,20.48070435,85.86852541310051,1,127,12,1,0,0,7,1,1,kkr
Kolkata Knight Riders,2012,Eden Gardens,22.564561349999998,88.34424156337812,7,1019,81,34,0,0,36,3,3,kkr
Kolkata Knight Riders,2012,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,165,15,6,0,0,9,1,0,kkr
Kolkata Knight Riders,2012,Ma Chidambaram Stadium,13.0626873,80.27922739309865,2,332,28,8,0,0,8,2,0,kkr
Kolkata Knight Riders,2012,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,2,298,26,8,0,0,16,2,2,kkr
Kolkata Knight Riders,2012,Punjab Cricket Association Stadium,30.6909,76.7375,1,127,12,3,0,0,7,1,0,kkr
Kolkata Knight Riders,2012,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,142,10,5,0,0,5,0,1,kkr
Kolkata Knight Riders,2012,Wankhede Stadium,18.9385497,72.82574081674653,1,140,12,3,0,1,10,1,0,kkr
Kolkata Knight Riders,2013,Eden Gardens,22.564561349999998,88.34424156337812,6,870,86,26,0,1,40,4,4,kkr
Kolkata Knight Riders,2013,JSCA International Stadium Complex,23.31045215,85.27487741053811,2,279,28,5,0,0,13,1,2,kkr
Kolkata Knight Riders,2013,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,154,17,2,0,0,2,0,0,kkr
Kolkata Knight Riders,2013,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,186,20,5,0,0,3,0,1,kkr
Kolkata Knight Riders,2013,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,152,15,2,0,1,10,1,1,kkr
Kolkata Knight Riders,2013,Punjab Cricket Association Stadium,30.6909,76.7375,1,153,17,2,0,0,9,0,1,kkr
Kolkata Knight Riders,2013,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,130,9,3,0,0,5,0,1,kkr
Kolkata Knight Riders,2013,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,125,8,4,0,0,6,0,1,kkr
Kolkata Knight Riders,2013,Shaheed Veer Narayan Singh International Stadium,21.203402949999997,81.82302432017622,1,136,14,4,0,0,3,0,1,kkr
Kolkata Knight Riders,2013,Wankhede Stadium,18.9385497,72.82574081674653,1,105,8,4,0,0,6,0,0,kkr
Kolkata Knight Riders,2014,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,161,14,3,0,0,5,1,0,kkr
Kolkata Knight Riders,2014,Barabati Stadium,20.48070435,85.86852541310051,2,292,32,4,0,0,13,2,2,kkr
Kolkata Knight Riders,2014,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,1,166,16,2,0,0,6,0,1,kkr
Kolkata Knight Riders,2014,Eden Gardens,22.564561349999998,88.34424156337812,4,675,70,27,0,0,24,4,2,kkr
Kolkata Knight Riders,2014,JSCA International Stadium Complex,23.31045215,85.27487741053811,1,114,8,5,0,0,3,0,0,kkr
Kolkata Knight Riders,2014,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,200,15,11,1,0,4,1,1,kkr
Kolkata Knight Riders,2014,Narendra Modi Stadium,23.0917717,72.59733447335586,1,160,12,5,0,0,6,0,1,kkr
Kolkata Knight Riders,2014,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,146,13,5,0,0,8,1,0,kkr
Kolkata Knight Riders,2014,Sharjah Cricket Stadium,25.33078055,55.42090675730459,1,150,7,6,0,0,5,1,0,kkr
Kolkata Knight Riders,2014,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,3,435,36,9,0,0,21,1,2,kkr
Kolkata Knight Riders,2015,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,147,18,2,0,0,8,1,1,kkr
Kolkata Knight Riders,2015,Brabourne Stadium,18.9320101,72.82501261609113,1,190,22,4,0,0,6,0,0,kkr
Kolkata Knight Riders,2015,Eden Gardens,22.564561349999998,88.34424156337812,6,1038,97,38,0,0,39,5,3,kkr
Kolkata Knight Riders,2015,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,111,11,5,0,0,3,0,0,kkr
Kolkata Knight Riders,2015,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,132,12,3,0,0,6,0,1,kkr
Kolkata Knight Riders,2015,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,159,21,4,0,0,9,1,1,kkr
Kolkata Knight Riders,2015,Wankhede Stadium,18.9385497,72.82574081674653,1,166,19,3,0,0,4,0,1,kkr
Kolkata Knight Riders,2016,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,2,299,21,7,0,0,16,0,2,kkr
Kolkata Knight Riders,2016,Eden Gardens,22.564561349999998,88.34424156337812,7,1028,88,32,0,1,43,4,1,kkr
Kolkata Knight Riders,2016,Green Park,51.5066192,-0.1429113,1,124,10,4,0,0,4,0,0,kkr
Kolkata Knight Riders,2016,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,189,13,9,0,0,7,1,1,kkr
Kolkata Knight Riders,2016,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,162,11,8,0,0,5,1,1,kkr
Kolkata Knight Riders,2016,Punjab Cricket Association Stadium,30.6909,76.7375,1,141,18,0,0,0,8,1,1,kkr
Kolkata Knight Riders,2016,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,146,16,2,0,0,7,1,0,kkr
Kolkata Knight Riders,2016,Wankhede Stadium,18.9385497,72.82574081674653,1,174,17,3,0,0,4,0,0,kkr
Kolkata Knight Riders,2017,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,169,13,5,0,0,7,1,0,kkr
Kolkata Knight Riders,2017,Eden Gardens,22.564561349999998,88.34424156337812,7,1141,118,36,0,1,48,4,3,kkr
Kolkata Knight Riders,2017,M Chinnaswamy Stadium,12.9788243,77.60038607501548,3,314,22,16,0,0,17,2,2,kkr
Kolkata Knight Riders,2017,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,184,17,7,0,0,5,1,1,kkr
Kolkata Knight Riders,2017,Punjab Cricket Association Stadium,30.6909,76.7375,1,153,14,4,0,0,6,0,1,kkr
Kolkata Knight Riders,2017,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,161,12,5,0,0,3,0,1,kkr
Kolkata Knight Riders,2017,Saurashtra Cricket Association Stadium,22.362785549999998,70.71008439911074,1,184,18,8,0,0,4,1,1,kkr
Kolkata Knight Riders,2017,Wankhede Stadium,18.9385497,72.82574081674653,1,178,14,6,0,0,6,0,0,kkr
Kolkata Knight Riders,2018,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,164,12,9,0,0,4,0,1,kkr
Kolkata Knight Riders,2018,Eden Gardens,22.564561349999998,88.34424156337812,9,1468,138,64,1,2,55,5,5,kkr
Kolkata Knight Riders,2018,Holkar Cricket Stadium,22.72425115,75.87967029005587,1,245,24,15,1,0,8,1,0,kkr
Kolkata Knight Riders,2018,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,176,18,6,0,0,4,1,1,kkr
Kolkata Knight Riders,2018,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,202,11,17,1,0,5,0,0,kkr
Kolkata Knight Riders,2018,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,173,14,8,0,0,9,1,0,kkr
Kolkata Knight Riders,2018,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,163,15,6,0,0,8,1,1,kkr
Kolkata Knight Riders,2018,Wankhede Stadium,18.9385497,72.82574081674653,1,168,21,5,0,0,4,0,1,kkr
Kolkata Knight Riders,2019,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,192,18,9,0,0,7,0,0,kkr
Kolkata Knight Riders,2019,Eden Gardens,22.564561349999998,88.34424156337812,7,1350,110,83,3,0,33,3,2,kkr
Kolkata Knight Riders,2019,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,206,15,12,1,0,3,1,1,kkr
Kolkata Knight Riders,2019,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,108,10,4,0,0,3,0,0,kkr
Kolkata Knight Riders,2019,Punjab Cricket Association Stadium,30.6909,76.7375,1,185,16,9,0,0,6,1,1,kkr
Kolkata Knight Riders,2019,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,159,11,8,0,0,1,0,0,kkr
Kolkata Knight Riders,2019,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,140,13,8,0,0,3,1,1,kkr
Kolkata Knight Riders,2019,Wankhede Stadium,18.9385497,72.82574081674653,1,133,3,10,0,0,1,0,0,kkr
Kolkata Knight Riders,2020,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,3,537,48,25,0,0,22,2,0,kkr
Kolkata Knight Riders,2020,Sharjah Cricket Stadium,25.33078055,55.42090675730459,3,471,32,24,1,0,8,0,1,kkr
Kolkata Knight Riders,2020,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,8,1214,117,37,0,0,40,4,5,kkr
Kolkata Knight Riders,2021,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,3,449,45,11,0,0,16,1,1,kkr
Kolkata Knight Riders,2021,Ma Chidambaram Stadium,13.0626873,80.27922739309865,3,495,46,20,0,1,19,1,1,kkr
Kolkata Knight Riders,2021,Narendra Modi Stadium,23.0917717,72.59733447335586,2,280,27,9,0,0,12,1,1,kkr
Kolkata Knight Riders,2021,Sharjah Cricket Stadium,25.33078055,55.42090675730459,4,576,33,25,0,1,31,4,2,kkr
Kolkata Knight Riders,2021,Wankhede Stadium,18.9385497,72.82574081674653,2,335,25,19,1,0,7,0,1,kkr
Kolkata Knight Riders,2021,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,3,424,44,14,0,1,24,2,2,kkr
Kolkata Knight Riders,2022,Brabourne Stadium,18.9320101,72.82501261609113,3,556,47,26,1,0,13,0,2,kkr
Kolkata Knight Riders,2022,Dr DY Patil Sports Academy,19.0421,73.0267,4,649,52,39,1,1,26,1,0,kkr
Kolkata Knight Riders,2022,"Maharashtra Cricket Association Stadium, Pune",18.6738164,73.7064113964208,3,440,31,28,0,0,19,2,3,kkr
Kolkata Knight Riders,2022,Wankhede Stadium,18.9385497,72.82574081674653,4,578,47,20,0,1,26,3,3,kkr
Lucknow Super Giants,2022,Brabourne Stadium,18.9320101,72.82501261609113,3,564,47,23,1,0,22,2,1,lsg
Lucknow Super Giants,2022,Dr DY Patil Sports Academy,19.0421,73.0267,4,697,52,31,1,0,26,3,3,lsg
Lucknow Super Giants,2022,Eden Gardens,22.564561349999998,88.34424156337812,1,193,6,14,0,0,4,0,1,lsg
Lucknow Super Giants,2022,"Maharashtra Cricket Association Stadium, Pune",18.6738164,73.7064113964208,3,411,26,21,0,1,22,2,0,lsg
Lucknow Super Giants,2022,Wankhede Stadium,18.9385497,72.82574081674653,4,683,57,26,0,0,26,2,2,lsg
Mumbai Indians,2008,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,176,18,7,0,0,5,0,0,mi
Mumbai Indians,2008,Dr DY Patil Sports Academy,19.0421,73.0267,3,420,35,16,0,2,20,2,1,mi
Mumbai Indians,2008,Eden Gardens,22.564561349999998,88.34424156337812,1,138,17,2,0,0,8,1,0,mi
Mumbai Indians,2008,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,126,10,6,0,0,9,1,1,mi
Mumbai Indians,2008,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,202,19,8,1,0,5,0,1,mi
Mumbai Indians,2008,Punjab Cricket Association Stadium,30.6909,76.7375,1,116,12,4,0,1,10,0,1,mi
Mumbai Indians,2008,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,178,17,6,0,0,7,1,0,mi
Mumbai Indians,2008,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,145,14,1,0,0,5,0,0,mi
Mumbai Indians,2008,Wankhede Stadium,18.9385497,72.82574081674653,4,579,55,26,0,1,25,2,4,mi
Mumbai Indians,2009,Buffalo Park,-33.006837149999996,27.91952640427005,2,264,15,9,0,0,9,1,2,mi
Mumbai Indians,2009,Hollywoodbets Kingsmead Stadium,29.8488,31.0271,3,415,27,10,0,0,24,0,0,mi
Mumbai Indians,2009,New Wanderers Stadium,-32.91882375,151.72649568715264,1,149,13,3,0,0,1,0,1,mi
Mumbai Indians,2009,Newlands,55.8171461,-4.2804376,1,165,19,3,0,0,7,1,0,mi
Mumbai Indians,2009,St George's Park,-33.965769550000005,25.60733242183312,3,491,30,20,0,0,19,2,3,mi
Mumbai Indians,2009,SuperSport Park,-25.85962375,28.195644468871414,3,413,41,9,0,0,21,1,0,mi
Mumbai Indians,2010,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,218,19,9,1,0,9,1,0,mi
Mumbai Indians,2010,Brabourne Stadium,18.9320101,72.82501261609113,7,1225,120,31,1,2,42,6,6,mi
Mumbai Indians,2010,Dr DY Patil Sports Academy,19.0421,73.0267,3,502,50,15,0,1,24,2,1,mi
Mumbai Indians,2010,Eden Gardens,22.564561349999998,88.34424156337812,1,133,12,2,0,0,1,0,1,mi
Mumbai Indians,2010,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,191,14,10,0,0,9,1,0,mi
Mumbai Indians,2010,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,141,11,3,0,0,4,0,0,mi
Mumbai Indians,2010,Punjab Cricket Association Stadium,30.6909,76.7375,1,154,15,2,0,0,4,0,1,mi
Mumbai Indians,2010,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,174,20,3,0,0,8,1,0,mi
Mumbai Indians,2011,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,99,8,1,0,1,10,1,0,mi
Mumbai Indians,2011,Dr DY Patil Sports Academy,19.0421,73.0267,1,160,13,6,0,0,7,1,0,mi
Mumbai Indians,2011,Eden Gardens,22.564561349999998,88.34424156337812,1,178,20,3,0,0,7,1,1,mi
Mumbai Indians,2011,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,143,18,2,0,0,4,1,1,mi
Mumbai Indians,2011,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,142,13,4,0,0,4,0,1,mi
Mumbai Indians,2011,Punjab Cricket Association Stadium,30.6909,76.7375,1,87,10,2,0,0,8,0,1,mi
Mumbai Indians,2011,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,172,18,5,0,0,8,1,0,mi
Mumbai Indians,2011,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,94,4,2,0,0,3,0,0,mi
Mumbai Indians,2011,Wankhede Stadium,18.9385497,72.82574081674653,8,1213,117,32,0,2,52,5,2,mi
Mumbai Indians,2012,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,170,17,6,0,0,5,0,1,mi
Mumbai Indians,2012,Eden Gardens,22.564561349999998,88.34424156337812,1,182,19,7,0,0,4,1,1,mi
Mumbai Indians,2012,M Chinnaswamy Stadium,12.9788243,77.60038607501548,2,322,30,12,0,0,11,1,2,mi
Mumbai Indians,2012,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,115,9,5,0,1,10,1,1,mi
Mumbai Indians,2012,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,120,10,2,0,0,6,1,1,mi
Mumbai Indians,2012,Punjab Cricket Association Stadium,30.6909,76.7375,1,171,13,6,0,0,3,1,0,mi
Mumbai Indians,2012,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,163,16,3,0,0,6,1,0,mi
Mumbai Indians,2012,Wankhede Stadium,18.9385497,72.82574081674653,8,1077,97,31,0,2,52,3,5,mi
Mumbai Indians,2013,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,2,305,21,15,0,0,2,0,1,mi
Mumbai Indians,2013,Eden Gardens,22.564561349999998,88.34424156337812,3,479,41,18,0,0,21,3,1,mi
Mumbai Indians,2013,Himachal Pradesh Cricket Association Stadium,32.1975918,76.32503371593408,1,133,10,5,0,0,8,0,1,mi
Mumbai Indians,2013,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,154,11,5,0,0,5,0,1,mi
Mumbai Indians,2013,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,148,10,7,0,0,9,1,1,mi
Mumbai Indians,2013,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,116,11,3,0,0,8,1,0,mi
